latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
22.02167,83.38074,310.5,0.5,0.49,2023-02-17,2036,N,VIIRS,n,2,290.82,1.71,N,2
24.95393,93.6312,333.54,0.48,0.4,2023-03-08,711,N,VIIRS,n,2,299.89,5.54,D,0
23.46527,76.07954,346.05,0.52,0.42,2023-04-07,750,N,VIIRS,n,2,311.53,23.78,D,0
22.89017,77.09111,302.13,0.39,0.44,2023-04-05,2055,N,VIIRS,n,2,291.61,0.61,N,0
14.776,79.13039,340.75,0.41,0.37,2023-02-23,753,N,VIIRS,n,2,312.83,3.6,D,0
24.90873,81.27369,334.24,0.39,0.36,2023-02-02,749,N,VIIRS,n,2,301.87,4.57,D,0
29.55417,75.45021,340.58,0.39,0.36,2023-05-08,810,N,VIIRS,l,2,313.63,5.73,D,0
25.33915,73.07037,344.39,0.46,0.64,2023-05-10,731,N,VIIRS,l,2,316.68,5.91,D,0
14.27001,77.56202,304.3,0.45,0.47,2023-01-02,2000,N,VIIRS,n,2,289.17,0.54,N,0
28.30386,73.24309,343.05,0.4,0.37,2023-03-05,809,N,VIIRS,n,2,311.47,2.79,D,0
21.88429,82.2571,338.68,0.54,0.51,2023-02-06,813,N,VIIRS,n,2,308.06,3.96,D,0
19.71926,82.58108,300.4,0.39,0.36,2023-02-13,2011,N,VIIRS,n,2,289.48,0.69,N,0
22.4035,83.42264,335.32,0.39,0.44,2023-02-25,717,N,VIIRS,n,2,306.74,3.46,D,0
31.27711,76.04162,332.31,0.46,0.47,2023-11-15,828,N,VIIRS,n,2,298.92,2.74,D,0
15.17012,76.6656,322.78,0.54,0.51,2023-05-26,2000,N,VIIRS,n,2,294.26,4.8,N,2
20.25431,85.08672,306.51,0.35,0.56,2023-03-05,2036,N,VIIRS,n,2,294.56,4.27,N,0
29.82209,79.22053,338.07,0.38,0.36,2023-06-10,750,N,VIIRS,l,2,310.28,3.32,D,0
20.92085,82.52275,339.23,0.46,0.47,2023-01-08,716,N,VIIRS,n,2,302.44,4.56,D,0
20.53879,85.72047,306.96,0.47,0.4,2023-03-17,2011,N,VIIRS,n,2,283.45,0.84,N,0
24.25328,84.82209,341.62,0.41,0.37,2023-04-19,724,N,VIIRS,l,2,314.84,8.49,D,0
13.6092,79.13873,351.77,0.52,0.5,2023-02-24,734,N,VIIRS,n,2,311.35,9.52,D,0
29.97139,75.4696,331.4,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,300.31,1.57,D,0
25.26837,83.81073,355.15,0.41,0.37,2023-04-18,744,N,VIIRS,n,2,320.45,6.15,D,0
19.52842,78.31779,350.04,0.57,0.52,2023-03-23,730,N,VIIRS,n,2,305.48,5.97,D,0
18.6608,78.14724,330.26,0.55,0.68,2023-11-19,849,N,VIIRS,n,2,296.87,2.66,D,0
30.575,75.95271,343.12,0.41,0.37,2023-05-08,810,N,VIIRS,l,2,313.51,6.06,D,0
14.65869,74.80495,333.92,0.46,0.39,2023-02-21,830,N,VIIRS,l,2,306.82,2.81,D,0
25.5193,94.5212,367.0,0.35,0.57,2023-03-07,730,N,VIIRS,h,2,301.71,11.96,D,0
30.59451,74.26361,328.65,0.42,0.61,2023-11-19,853,N,VIIRS,n,2,294.13,3.41,D,0
23.77938,86.38842,311.4,0.39,0.36,2023-08-30,1957,N,VIIRS,n,2,283.07,1.79,N,2
29.47499,79.83359,301.86,0.4,0.6,2023-03-03,2111,N,VIIRS,n,2,284.16,0.77,N,0
25.40931,94.1414,330.4,0.33,0.55,2023-02-19,730,N,VIIRS,n,2,298.53,2.75,D,0
19.31531,73.1375,337.95,0.39,0.36,2023-03-31,820,N,VIIRS,n,2,304.23,3.41,D,0
22.6816,77.65643,303.45,0.56,0.43,2023-04-02,2011,N,VIIRS,n,2,288.76,0.83,N,0
18.16062,80.81163,341.99,0.48,0.4,2023-03-05,806,N,VIIRS,n,2,311.34,3.84,D,0
22.05993,88.11463,307.49,0.39,0.36,2023-03-13,1946,N,VIIRS,n,2,294.69,1.0,N,0
15.25022,74.59104,344.81,0.4,0.37,2023-04-11,813,N,VIIRS,n,2,309.99,5.69,D,0
17.93814,80.16174,350.82,0.45,0.63,2023-02-26,837,N,VIIRS,n,2,304.63,13.33,D,0
25.43206,78.62942,296.9,0.45,0.39,2023-12-23,2040,N,VIIRS,n,2,283.85,0.59,N,0
22.1911,92.59824,350.53,0.5,0.66,2023-04-12,615,N,VIIRS,n,2,303.11,7.9,D,0
31.80312,75.58671,330.08,0.41,0.37,2023-10-31,809,N,VIIRS,l,2,302.21,2.71,D,0
16.11027,77.02856,343.35,0.51,0.41,2023-05-23,825,N,VIIRS,n,2,310.72,10.72,D,0
25.32664,92.70222,333.0,0.44,0.39,2023-03-08,711,N,VIIRS,n,2,300.8,2.93,D,0
23.591,77.18782,306.76,0.4,0.44,2023-04-18,2011,N,VIIRS,n,2,287.21,1.0,N,0
24.23591,77.27065,346.62,0.4,0.37,2023-03-27,756,N,VIIRS,n,2,315.11,5.41,D,0
16.05074,79.10207,356.6,0.45,0.47,2023-02-16,824,N,VIIRS,n,2,311.68,9.09,D,0
27.03631,69.71501,308.72,0.42,0.61,2023-03-01,2150,N,VIIRS,n,2,286.92,1.04,N,0
18.68298,73.04073,339.47,0.39,0.36,2023-01-10,819,N,VIIRS,l,2,310.37,6.97,D,2
13.35179,79.04044,343.35,0.33,0.56,2023-02-19,727,N,VIIRS,n,2,303.28,2.97,D,0
22.11995,83.87799,367.0,0.54,0.68,2023-03-04,826,N,VIIRS,h,2,306.16,8.11,D,0
18.81803,80.2655,337.8,0.54,0.42,2023-04-13,736,N,VIIRS,n,2,305.5,6.65,D,0
23.14994,92.35618,305.75,0.55,0.68,2023-03-11,1842,N,VIIRS,n,2,290.07,0.79,N,0
21.81799,70.98574,340.75,0.66,0.73,2023-04-02,924,N,VIIRS,n,2,305.69,5.15,D,0
29.95791,75.21676,336.94,0.38,0.59,2023-10-29,846,N,VIIRS,n,2,297.2,4.23,D,0
12.98139,76.05692,331.58,0.52,0.5,2023-03-06,746,N,VIIRS,l,2,306.21,1.56,D,0
27.61663,93.0546,335.41,0.39,0.36,2023-04-15,700,N,VIIRS,n,2,293.55,3.86,D,0
29.68478,79.0134,301.04,0.47,0.48,2023-05-12,2059,N,VIIRS,n,2,290.07,0.97,N,0
30.26629,79.4848,307.84,0.37,0.58,2023-03-03,2111,N,VIIRS,n,2,282.21,1.28,N,0
17.76368,81.53123,311.11,0.4,0.37,2023-04-13,2006,N,VIIRS,n,2,297.15,1.21,N,0
13.80414,77.91012,306.26,0.52,0.41,2023-04-13,2008,N,VIIRS,n,2,295.65,2.03,N,0
19.09005,82.17052,304.05,0.39,0.44,2023-11-11,2029,N,VIIRS,n,2,289.1,1.76,N,0
23.57582,82.79539,339.03,0.48,0.4,2023-04-12,756,N,VIIRS,l,2,311.61,4.39,D,0
31.23142,74.63931,329.16,0.45,0.63,2023-11-03,853,N,VIIRS,n,2,291.95,3.18,D,0
19.85879,80.10094,344.12,0.38,0.36,2023-04-12,755,N,VIIRS,n,2,308.43,3.83,D,0
13.92038,79.47684,306.57,0.54,0.51,2023-04-14,1949,N,VIIRS,n,2,295.35,2.63,N,0
15.52403,74.79731,341.6,0.49,0.65,2023-03-18,903,N,VIIRS,n,2,305.45,5.76,D,0
22.36864,87.30103,336.49,0.38,0.36,2023-04-03,724,N,VIIRS,l,2,307.22,3.41,D,2
25.0248,84.00627,335.02,0.49,0.49,2023-12-16,704,N,VIIRS,n,2,297.98,4.41,D,0
21.1076,72.64667,344.99,0.48,0.65,2023-01-07,736,N,VIIRS,n,2,297.92,7.09,D,2
21.32579,85.4864,305.11,0.54,0.42,2023-03-06,2017,N,VIIRS,n,2,293.08,1.59,N,0
13.15046,76.09485,301.14,0.44,0.38,2023-02-18,2020,N,VIIRS,n,2,289.17,1.0,N,0
20.97035,81.40108,352.52,0.67,0.74,2023-02-05,652,N,VIIRS,n,2,304.83,9.02,D,0
21.24461,81.77091,303.26,0.41,0.45,2023-03-05,2036,N,VIIRS,n,2,291.72,0.9,N,2
20.7603,85.29221,308.62,0.44,0.46,2023-04-28,2024,N,VIIRS,n,2,292.31,1.23,N,0
28.90403,79.49458,340.49,0.54,0.42,2023-06-09,809,N,VIIRS,n,2,309.06,1.18,D,0
23.84662,94.11224,332.44,0.4,0.6,2023-04-13,737,N,VIIRS,n,2,301.8,1.9,D,0
17.72875,79.04627,357.26,0.47,0.48,2023-06-08,825,N,VIIRS,n,2,299.14,9.12,D,0
21.57915,85.34013,367.0,0.42,0.45,2023-04-12,755,N,VIIRS,h,2,320.42,32.82,D,0
23.80029,87.04813,307.3,0.48,0.64,2023-12-28,1906,N,VIIRS,n,2,291.88,2.5,N,2
31.88973,75.28671,337.65,0.37,0.58,2023-05-16,720,N,VIIRS,l,2,308.99,3.2,D,0
24.40645,87.84939,339.82,0.46,0.47,2023-04-10,653,N,VIIRS,l,2,310.36,6.29,D,0
19.72992,80.0603,306.9,0.41,0.37,2023-04-02,2012,N,VIIRS,n,2,295.08,1.04,N,0
24.21754,79.42257,342.2,0.38,0.59,2023-01-04,833,N,VIIRS,n,2,296.71,3.74,D,0
23.71133,77.91342,367.0,0.47,0.64,2023-04-20,846,N,VIIRS,h,2,303.22,4.82,D,0
23.37657,77.91881,352.28,0.57,0.43,2023-05-02,821,N,VIIRS,n,2,306.71,17.7,D,0
26.72506,82.0849,339.4,0.42,0.37,2023-06-10,749,N,VIIRS,l,2,310.77,3.67,D,0
16.00524,78.1711,337.27,0.42,0.46,2023-12-14,739,N,VIIRS,n,2,304.17,6.25,D,0
31.0562,76.00277,347.46,0.49,0.4,2023-05-20,745,N,VIIRS,n,2,317.4,8.28,D,0
21.32638,80.77465,333.06,0.47,0.4,2023-04-13,736,N,VIIRS,l,2,305.54,4.73,D,0
29.84403,75.79363,334.21,0.4,0.37,2023-10-31,809,N,VIIRS,n,2,302.45,5.71,D,0
18.55906,73.48604,330.93,0.35,0.56,2023-02-09,857,N,VIIRS,l,2,303.46,4.41,D,0
31.55261,75.36959,331.66,0.5,0.49,2023-04-24,733,N,VIIRS,l,2,306.34,2.66,D,0
29.75639,75.3568,332.48,0.41,0.37,2023-11-06,756,N,VIIRS,n,2,301.6,3.95,D,0
22.34479,69.87673,367.0,0.34,0.56,2023-11-22,754,N,VIIRS,h,2,304.42,7.19,D,0
30.05647,74.51525,343.66,0.49,0.4,2023-11-17,750,N,VIIRS,n,2,289.16,34.16,D,0
26.79527,83.27774,304.37,0.41,0.45,2023-04-22,2035,N,VIIRS,n,2,290.61,0.55,N,0
23.20591,79.82227,341.99,0.49,0.4,2023-11-16,807,N,VIIRS,n,2,301.68,5.09,D,0
11.10358,76.52977,341.39,0.41,0.45,2023-03-11,752,N,VIIRS,n,2,303.05,17.87,D,0
24.7729,94.09076,302.0,0.4,0.37,2023-05-06,1932,N,VIIRS,n,2,290.5,0.71,N,0
32.75167,74.56448,306.31,0.39,0.44,2023-05-19,2027,N,VIIRS,n,2,290.9,0.59,N,0
17.98461,78.45667,338.44,0.44,0.39,2023-03-10,813,N,VIIRS,n,2,310.93,4.36,D,0
23.61816,88.36694,336.36,0.46,0.39,2023-03-03,704,N,VIIRS,l,2,309.92,2.9,D,0
12.68981,78.49044,336.89,0.38,0.36,2023-03-05,805,N,VIIRS,l,2,311.39,2.82,D,0
26.7196,84.34542,328.97,0.42,0.46,2023-02-07,756,N,VIIRS,n,2,295.21,1.88,D,0
31.0236,74.70675,337.61,0.42,0.37,2023-05-13,816,N,VIIRS,l,2,311.43,5.94,D,0
18.68124,73.03416,328.68,0.42,0.38,2023-10-31,2036,N,VIIRS,n,2,296.01,1.9,N,2
21.21089,83.77762,335.29,0.75,0.77,2023-06-03,639,N,VIIRS,n,2,299.79,5.21,D,0
31.06645,74.93356,333.81,0.46,0.39,2023-11-17,750,N,VIIRS,n,2,300.38,2.24,D,0
25.84712,76.7682,339.64,0.43,0.46,2023-10-22,736,N,VIIRS,n,2,306.39,8.55,D,0
23.56436,93.09392,367.0,0.53,0.42,2023-03-13,717,N,VIIRS,h,2,311.9,15.61,D,0
30.5674,74.6879,336.75,0.46,0.47,2023-11-04,834,N,VIIRS,n,2,292.76,3.26,D,0
23.78097,86.39236,335.67,0.39,0.36,2023-03-18,724,N,VIIRS,l,2,305.74,4.33,D,2
18.43126,78.51649,335.07,0.56,0.43,2023-01-12,741,N,VIIRS,n,2,308.46,4.75,D,0
28.48942,80.41929,331.41,0.41,0.37,2023-01-23,737,N,VIIRS,n,2,298.79,2.0,D,0
21.74052,79.02971,355.75,0.39,0.36,2023-02-12,801,N,VIIRS,n,2,310.69,12.27,D,0
22.23037,80.18866,341.01,0.49,0.4,2023-03-12,736,N,VIIRS,n,2,308.8,3.86,D,0
15.70655,74.2091,332.97,0.57,0.69,2023-03-07,909,N,VIIRS,n,2,298.55,5.05,D,0
23.01462,78.13422,331.79,0.61,0.53,2023-04-10,834,N,VIIRS,l,2,304.4,2.12,D,0
20.53597,84.60833,333.81,0.38,0.36,2023-03-12,735,N,VIIRS,l,2,308.42,2.47,D,0
30.34823,74.8661,347.41,0.41,0.37,2023-11-22,756,N,VIIRS,n,2,301.39,6.74,D,0
26.79272,93.93531,331.0,0.43,0.46,2023-02-17,627,N,VIIRS,n,2,298.72,2.3,D,0
17.95349,80.31052,337.5,0.58,0.52,2023-03-02,722,N,VIIRS,n,2,310.25,5.44,D,0
18.80672,83.18688,341.63,0.58,0.52,2023-04-09,710,N,VIIRS,n,2,295.72,11.78,D,0
13.72289,77.96929,343.82,0.38,0.43,2023-02-18,746,N,VIIRS,n,2,309.47,4.49,D,0
30.16061,75.0574,341.43,0.34,0.56,2023-05-05,726,N,VIIRS,n,2,304.16,3.22,D,0
25.71964,78.01289,350.4,0.55,0.43,2023-11-23,736,N,VIIRS,n,2,302.48,9.75,D,0
15.63765,78.59171,330.85,0.52,0.5,2023-05-31,734,N,VIIRS,n,2,298.95,3.99,D,0
28.6571,79.92921,340.35,0.41,0.37,2023-06-15,756,N,VIIRS,n,2,306.49,5.1,D,0
13.78035,78.74108,332.86,0.54,0.51,2023-05-15,734,N,VIIRS,n,2,298.58,2.68,D,0
24.16156,82.6682,301.1,0.52,0.5,2023-03-26,2042,N,VIIRS,n,2,289.08,0.82,N,0
25.98647,91.95501,352.09,0.42,0.38,2023-04-09,712,N,VIIRS,n,2,291.26,10.07,D,0
22.63154,85.90707,343.23,0.38,0.36,2023-03-07,730,N,VIIRS,n,2,309.33,3.17,D,0
30.85888,74.86811,340.41,0.39,0.36,2023-05-08,810,N,VIIRS,l,2,312.87,3.87,D,0
13.56208,78.45223,304.06,0.53,0.42,2023-02-17,2038,N,VIIRS,n,2,291.07,1.12,N,0
19.32008,83.20383,330.47,0.46,0.63,2023-03-04,825,N,VIIRS,l,2,302.65,3.66,D,0
21.07793,85.04155,333.6,0.42,0.38,2023-12-14,740,N,VIIRS,l,2,304.28,3.57,D,2
20.13271,79.72025,335.0,0.55,0.43,2023-04-13,736,N,VIIRS,l,2,307.64,2.04,D,0
25.23772,91.2908,310.26,0.4,0.37,2023-03-13,1945,N,VIIRS,n,2,292.31,2.43,N,0
19.66165,84.24644,303.59,0.42,0.38,2023-03-01,2011,N,VIIRS,n,2,293.57,1.29,N,0
23.75642,86.40492,308.95,0.53,0.5,2023-06-02,1926,N,VIIRS,n,2,296.03,2.5,N,2
23.77942,86.38995,321.67,0.41,0.37,2023-10-22,2003,N,VIIRS,n,2,290.89,2.02,N,2
22.36724,87.29752,319.86,0.45,0.39,2023-04-13,2005,N,VIIRS,n,2,299.32,1.83,N,2
28.18215,80.95687,329.03,0.52,0.41,2023-11-29,724,N,VIIRS,n,2,293.51,2.88,D,0
21.94439,86.57341,344.07,0.43,0.38,2023-01-07,735,N,VIIRS,n,2,300.93,8.51,D,0
19.18937,82.86839,342.25,0.44,0.38,2023-04-12,755,N,VIIRS,n,2,311.89,5.33,D,0
25.80552,78.03382,338.41,0.35,0.57,2023-11-08,717,N,VIIRS,n,2,297.34,3.26,D,0
18.80854,84.26069,301.83,0.41,0.61,2023-03-10,2043,N,VIIRS,n,2,289.79,1.31,N,0
22.79457,82.53144,337.84,0.4,0.37,2023-04-13,737,N,VIIRS,l,2,312.28,2.89,D,0
15.74954,79.81808,340.38,0.52,0.42,2023-06-05,740,N,VIIRS,n,2,307.3,6.35,D,0
23.7837,80.21587,313.67,0.41,0.37,2023-04-17,2030,N,VIIRS,n,2,296.56,2.15,N,0
21.14283,81.91338,339.83,0.5,0.66,2023-02-10,658,N,VIIRS,n,2,305.53,3.68,D,0
10.67985,78.9504,355.58,0.48,0.65,2023-04-03,721,N,VIIRS,n,2,293.22,20.52,D,0
25.27414,75.68945,342.12,0.51,0.5,2023-10-22,736,N,VIIRS,n,2,299.69,14.81,D,0
24.13315,93.45599,309.38,0.49,0.48,2023-03-10,1901,N,VIIRS,n,2,283.06,1.98,N,0
22.064,88.12312,328.33,0.4,0.44,2023-10-11,2009,N,VIIRS,n,2,296.59,0.79,N,2
30.06097,75.3032,336.19,0.46,0.39,2023-11-17,750,N,VIIRS,n,2,302.56,3.29,D,0
22.28648,86.1993,333.25,0.39,0.36,2023-03-02,723,N,VIIRS,l,2,306.56,1.99,D,0
21.85543,87.52103,339.16,0.46,0.47,2023-12-19,747,N,VIIRS,n,2,298.5,2.14,D,0
30.31998,75.65312,339.48,0.38,0.59,2023-11-08,719,N,VIIRS,n,2,294.76,3.95,D,0
15.57265,78.85139,334.96,0.55,0.51,2023-04-10,831,N,VIIRS,l,2,308.49,4.4,D,0
21.87726,83.55431,302.17,0.43,0.38,2023-03-22,2017,N,VIIRS,n,2,287.85,0.48,N,2
29.57409,78.91087,341.55,0.4,0.37,2023-02-13,744,N,VIIRS,n,2,302.08,4.15,D,0
30.69936,74.82414,357.15,0.45,0.63,2023-11-19,853,N,VIIRS,n,2,299.0,6.42,D,0
14.23483,78.44096,347.34,0.44,0.39,2023-02-23,753,N,VIIRS,n,2,316.38,7.72,D,0
25.41252,76.66255,339.87,0.52,0.41,2023-10-25,820,N,VIIRS,n,2,309.47,7.14,D,0
22.95367,92.83816,355.05,0.51,0.49,2023-03-07,729,N,VIIRS,n,2,304.79,16.64,D,0
21.14527,83.07748,337.98,0.57,0.43,2023-02-12,801,N,VIIRS,n,2,310.16,7.97,D,0
23.1559,77.92357,334.35,0.32,0.55,2023-10-28,723,N,VIIRS,n,2,301.98,2.38,D,0
21.86056,82.04244,333.52,0.41,0.37,2023-11-23,735,N,VIIRS,l,2,304.22,5.23,D,0
21.4609,84.82252,335.67,0.39,0.59,2023-02-22,813,N,VIIRS,l,2,308.95,3.09,D,0
29.55353,76.12878,330.44,0.61,0.54,2023-05-05,726,N,VIIRS,l,2,301.38,1.75,D,0
20.22332,80.89302,311.43,0.39,0.36,2023-04-18,2012,N,VIIRS,n,2,296.65,1.36,N,0
21.71344,87.73779,345.7,0.38,0.59,2023-12-29,759,N,VIIRS,n,2,295.8,3.89,D,0
17.99322,80.05119,331.76,0.4,0.37,2023-01-11,800,N,VIIRS,l,2,304.89,3.0,D,0
23.83107,91.78371,336.1,0.57,0.69,2023-04-12,756,N,VIIRS,n,2,297.61,3.65,D,0
16.02385,78.78013,314.65,0.49,0.41,2023-03-12,2006,N,VIIRS,n,2,295.24,1.11,N,3
31.29749,76.39194,329.05,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,300.41,1.92,D,0
21.55032,74.5907,304.72,0.46,0.39,2023-02-16,2055,N,VIIRS,n,2,290.81,0.67,N,0
17.90204,80.58316,332.86,0.4,0.37,2023-03-06,747,N,VIIRS,n,2,304.87,2.11,D,0
19.49909,78.70385,338.04,0.34,0.56,2023-05-21,723,N,VIIRS,n,2,306.89,4.31,D,0
24.18711,78.54111,318.38,0.41,0.37,2023-04-06,2036,N,VIIRS,n,2,289.86,1.35,N,0
22.75308,69.56145,317.22,0.63,0.72,2023-05-25,2158,N,VIIRS,n,2,291.41,3.49,N,3
25.73954,92.26408,340.85,0.51,0.49,2023-03-07,730,N,VIIRS,n,2,302.14,3.35,D,0
30.11576,75.77132,340.23,0.4,0.37,2023-10-31,809,N,VIIRS,n,2,299.92,3.15,D,0
18.60968,78.54137,333.82,0.45,0.47,2023-03-04,825,N,VIIRS,l,2,308.11,4.63,D,0
23.46241,84.46425,334.1,0.42,0.38,2023-04-18,743,N,VIIRS,l,2,308.58,3.23,D,0
22.51392,73.91588,304.56,0.4,0.44,2023-02-26,2107,N,VIIRS,n,2,292.56,1.25,N,0
17.89268,74.46763,341.33,0.39,0.44,2023-02-26,838,N,VIIRS,n,2,310.84,1.9,D,0
19.58727,83.84861,308.44,0.52,0.42,2023-02-25,1946,N,VIIRS,n,2,293.02,1.85,N,0
28.39702,80.86405,341.52,0.41,0.6,2023-06-08,828,N,VIIRS,n,2,305.07,7.07,D,0
23.76493,86.37519,302.98,0.43,0.46,2023-03-03,1932,N,VIIRS,n,2,291.23,1.69,N,0
21.92125,83.34663,303.05,0.48,0.4,2023-12-31,1951,N,VIIRS,n,2,290.87,1.95,N,2
31.03326,76.24316,338.85,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,297.44,3.7,D,0
24.11423,88.35372,335.77,0.4,0.37,2023-04-03,724,N,VIIRS,n,2,303.71,3.01,D,0
22.29168,86.98876,347.59,0.41,0.37,2023-03-13,717,N,VIIRS,n,2,313.03,4.14,D,0
22.38404,71.76252,344.57,0.52,0.5,2023-04-12,756,N,VIIRS,n,2,312.43,9.69,D,0
20.75076,82.19388,342.26,0.4,0.44,2023-06-06,723,N,VIIRS,n,2,306.8,4.55,D,0
19.32733,73.16502,355.78,0.61,0.71,2023-02-19,729,N,VIIRS,n,2,315.73,12.98,D,0
22.9596,77.453,340.28,0.44,0.46,2023-04-05,827,N,VIIRS,l,2,310.56,3.99,D,0
20.94156,82.05119,355.54,0.4,0.44,2023-05-24,807,N,VIIRS,n,2,311.2,13.22,D,0
20.30155,84.72128,323.71,0.39,0.36,2023-03-12,2005,N,VIIRS,n,2,296.0,1.96,N,0
23.28067,80.35043,345.74,0.41,0.37,2023-04-18,743,N,VIIRS,n,2,317.63,5.97,D,0
19.15838,84.2203,334.26,0.42,0.61,2023-02-27,819,N,VIIRS,n,2,298.38,2.41,D,0
22.34159,79.81631,342.8,0.32,0.54,2023-11-08,716,N,VIIRS,n,2,302.39,4.3,D,0
25.2927,84.35746,342.46,0.5,0.41,2023-05-09,749,N,VIIRS,l,2,314.75,8.63,D,0
23.82789,86.71883,332.11,0.68,0.74,2023-05-08,627,N,VIIRS,l,2,304.53,4.14,D,0
22.13868,85.31462,367.0,0.53,0.5,2023-04-17,802,N,VIIRS,h,2,303.32,13.03,D,0
18.01353,80.26248,345.09,0.45,0.47,2023-03-15,819,N,VIIRS,n,2,301.6,3.79,D,0
20.99073,82.22157,336.59,0.48,0.48,2023-12-26,715,N,VIIRS,n,2,300.17,3.81,D,0
21.93002,85.21882,308.15,0.42,0.45,2023-01-22,2023,N,VIIRS,n,2,287.37,1.11,N,2
23.69501,86.07948,326.02,0.55,0.51,2023-01-27,2029,N,VIIRS,n,2,288.06,4.39,N,2
9.6326,77.83729,345.69,0.4,0.37,2023-02-17,804,N,VIIRS,n,2,317.95,6.63,D,0
22.08865,86.90009,331.77,0.72,0.76,2023-03-05,627,N,VIIRS,n,2,305.29,5.88,D,0
15.00107,79.55473,339.07,0.46,0.39,2023-06-10,746,N,VIIRS,n,2,303.31,2.44,D,0
25.13237,94.25216,335.77,0.38,0.36,2023-04-10,653,N,VIIRS,n,2,307.99,7.63,D,0
23.68479,82.3411,339.11,0.46,0.39,2023-04-12,756,N,VIIRS,l,2,313.73,3.28,D,0
21.42193,81.38375,336.66,0.52,0.42,2023-12-20,728,N,VIIRS,n,2,298.56,3.19,D,0
27.39535,82.53451,339.35,0.41,0.61,2023-11-20,652,N,VIIRS,n,2,297.2,4.9,D,0
27.53893,96.27629,332.94,0.42,0.37,2023-04-11,635,N,VIIRS,n,2,299.86,5.24,D,0
18.68172,73.03499,308.61,0.4,0.6,2023-12-25,2004,N,VIIRS,n,2,294.69,2.21,N,2
23.75991,86.40368,324.36,0.41,0.37,2023-08-03,2004,N,VIIRS,n,2,291.59,2.74,N,2
18.15594,74.74025,340.24,0.41,0.45,2023-12-24,753,N,VIIRS,n,2,280.93,2.55,D,0
14.13918,77.56339,340.06,0.44,0.38,2023-02-11,818,N,VIIRS,l,2,312.55,7.29,D,0
21.91399,87.50141,333.98,0.41,0.37,2023-12-20,728,N,VIIRS,n,2,302.33,5.1,D,0
27.25911,83.59445,350.21,0.42,0.38,2023-04-18,744,N,VIIRS,l,2,327.01,39.06,D,0
22.29813,93.16312,341.12,0.34,0.56,2023-01-23,735,N,VIIRS,n,2,296.86,3.03,D,0
17.94961,80.56419,307.37,0.42,0.38,2023-03-11,2025,N,VIIRS,n,2,293.44,0.89,N,0
17.82622,76.80531,340.74,0.43,0.46,2023-03-25,832,N,VIIRS,n,2,306.29,3.79,D,0
23.78891,84.8348,333.68,0.58,0.52,2023-02-26,658,N,VIIRS,n,2,306.13,1.89,D,0
18.67986,73.03337,334.91,0.39,0.36,2023-03-31,820,N,VIIRS,n,2,301.72,6.4,D,2
21.91318,83.24624,342.35,0.43,0.38,2023-01-02,729,N,VIIRS,n,2,299.78,5.14,D,0
22.49147,77.48321,307.72,0.47,0.64,2023-03-29,1946,N,VIIRS,n,2,287.33,1.41,N,0
31.24339,74.96983,338.45,0.5,0.65,2023-05-11,714,N,VIIRS,l,2,310.53,2.37,D,0
23.7957,86.35017,317.53,0.4,0.37,2023-04-19,1952,N,VIIRS,n,2,301.63,5.09,N,2
25.41779,85.96413,304.97,0.39,0.36,2023-03-07,1957,N,VIIRS,n,2,286.7,0.68,N,0
18.72232,79.53544,328.81,0.33,0.56,2023-01-15,2055,N,VIIRS,n,2,293.65,2.88,N,2
25.57446,90.85086,347.51,0.42,0.45,2023-03-07,730,N,VIIRS,n,2,305.7,17.52,D,0
19.41732,73.19521,347.2,0.39,0.36,2023-04-21,826,N,VIIRS,n,2,316.48,11.57,D,0
23.72921,86.44927,304.62,0.57,0.52,2023-02-28,2029,N,VIIRS,n,2,291.23,1.65,N,2
26.28851,73.00816,322.0,0.39,0.36,2023-04-05,2055,N,VIIRS,n,2,293.32,1.7,N,0
21.64234,84.67104,335.15,0.47,0.4,2023-03-06,748,N,VIIRS,l,2,305.39,4.92,D,0
13.68122,76.40953,351.95,0.45,0.39,2023-04-05,825,N,VIIRS,n,2,315.03,10.63,D,0
14.21789,78.93621,342.96,0.52,0.5,2023-02-24,734,N,VIIRS,n,2,313.5,9.42,D,0
30.10116,75.79984,346.56,0.4,0.37,2023-05-08,810,N,VIIRS,n,2,313.31,10.66,D,0
14.59661,75.35279,319.32,0.44,0.38,2023-01-05,2044,N,VIIRS,n,2,289.81,1.12,N,0
21.92476,83.35085,309.24,0.4,0.6,2023-12-28,2047,N,VIIRS,n,2,290.41,1.46,N,2
23.79229,87.07605,306.77,0.42,0.37,2023-02-25,1945,N,VIIRS,n,2,296.6,1.97,N,0
18.85837,72.92675,330.51,0.43,0.38,2023-05-24,2037,N,VIIRS,n,2,296.45,4.29,N,2
20.43613,83.78721,310.23,0.4,0.37,2023-04-18,2012,N,VIIRS,n,2,297.34,1.68,N,0
30.49747,75.98646,346.24,0.39,0.36,2023-11-06,756,N,VIIRS,n,2,294.83,11.56,D,0
24.68192,80.56853,334.44,0.44,0.38,2023-11-23,736,N,VIIRS,n,2,300.7,2.5,D,0
22.01328,84.96904,335.37,0.39,0.36,2023-03-23,730,N,VIIRS,l,2,306.51,3.17,D,0
